OBJECTID,PLAN_NO,BHC_TYPE,BHC_VALUE,SHAPE_Leng,Shape__Area,Shape__Length
2522,S/K15/25,BHCB,90,412.928318639,6989.484375,447.641823869631
2523,S/K15/25,BHCB,95,375.05277515,8422.533203125,406.390069533034
2524,S/K15/25,BHCB,90,229.122964997,3545.529296875,248.281996511935
2525,S/K15/25,BHCS,6,221.406298454,2863.0625,240.05077671742
2526,S/K15/25,BHCB,100,299.164473503,4983.0390625,324.268213666403
2527,S/K15/25,BHCB,140,474.66303611,16502.59375,514.296149972407
2528,S/K15/25,BHCB,150,351.811889352,8460.03125,381.211433701726
2529,S/K15/25,BHCB,100,383.591033325,7115.68359375,415.605830369315
2530,S/K15/25,BHCB,150,423.155192581,13068.6796875,458.316992503744
2531,S/K15/25,BHCB,170,250.299995699,4317.376953125,271.135164751997
2532,S/K15/25,BHCB,190,269.44106255,4733.388671875,291.991914107461
2533,S/K15/25,BHCB,80,312.337456256,7061.294921875,338.369273002258
2534,S/K15/25,BHCB,100,270.780733385,5424.197265625,293.346472157184
2535,S/K15/25,BHCB,100,148.690382049,1583.576171875,161.057312659688
2536,S/K15/25,BHCB,20,120.789100996,591.412109375,130.869092143947
2537,S/K15/25,BHCB,100,151.350224783,1605.890625,163.913860026263
2538,S/K1/28,BHCB,80,267.591155729,5257.947265625,289.982778090802
2539,S/K1/28,BHCB,80,153.318202121,1620.99609375,166.230131208509
2540,S/K1/28,BHCB,90,408.795349597,9151.521484375,442.278286812099
2541,S/K1/28,BHCB,90,1272.27912428,25679.091796875,1377.00117035124
2542,S/K1/28,BHCB,45,754.6788705,36053.537109375,816.779443370515
2543,S/K1/28,BHCB,90,708.757791291,24718.310546875,766.579090852054
2544,S/K1/28,BHCB,110,139.188383759,1408.263671875,150.833959867241
2545,S/K1/28,BHCB,110,175.871994126,2190.248046875,190.457416108056
2546,S/K1/28,BHCB,110,188.058799582,1815.49609375,203.468408177211
2547,S/K1/28,BHCB,110,362.308473437,5253.6328125,391.985323355841
2548,S/K1/28,BHCB,41,67.7094093136,314.7734375,73.4048536393697
2549,S/K1/28,BHCB,110,448.975950233,7046.9140625,485.672966907628
2550,S/K1/28,BHCB,90,445.014634315,14476.576171875,482.274076517069
2551,S/K1/28,BHCB,90,223.152453902,1995.021484375,241.467155509151
2552,S/K1/28,BHCB,90,364.976779153,5835.119140625,395.3017549909
2553,S/K1/28,BHCB,110,250.828243073,3809.783203125,271.467024733579
2554,S/K1/28,BHCB,110,594.228726888,11758.087890625,643.42775948185
2555,S/K1/28,BHCS,8,117.623572451,812.5625,127.574078247514
2556,S/K1/28,BHCB,110,557.729488735,13175.212890625,604.142291709129
2557,S/K1/28,BHCB,110,250.580426857,3824.322265625,271.200817047264
2558,S/K1/28,BHCS,3,120.046448077,873.396484375,130.181668872345
2559,S/K1/28,BHCS,8,211.898616025,3116.5234375,229.53077317879
2560,S/K1/28,BHCB,110,385.380742352,4214.49609375,418.414296268022
2561,S/K1/28,BHCB,110,526.639935217,16043.7578125,571.195780710827
2562,S/K1/28,BHCB,143.4,213.809966822,2553.22265625,231.306998697586
2563,S/K1/28,BHCB,110,848.497748517,14813.900390625,920.867548529752
2564,S/K1/28,BHCS,3,48.4568909285,163.599609375,52.5242014880758
2565,S/K1/28,BHCB,110,228.221029835,3445.09765625,247.473754900941
2566,S/K1/28,BHCB,110,424.085379113,7405.63671875,460.328095142036
2567,S/K1/28,BHCB,110,317.331862546,7365.81640625,343.756681184534
2568,S/K1/28,BHCB,25,294.345411842,2807.435546875,319.195225805553
2569,S/K1/28,BHCB,75,301.451137194,5878.578125,326.924738978717
2570,S/K1/28,BHCB,75,334.829420596,7845.591796875,362.880153528215
2571,S/K1/28,BHCB,25,716.182181755,15237.05859375,775.561357444118
2572,S/K1/28,BHCB,75,163.085836786,1613.392578125,176.487533094051
2573,S/K1/28,BHCB,37,211.013969345,2295.197265625,228.814584690819
2574,S/K1/28,BHCB,24,114.312413502,632.044921875,124.055350458549
2575,S/K1/28,BHCB,26,279.011382606,5196.53125,302.020598154268
2576,S/K1/28,BHCB,22,197.835794065,2285.953125,214.080981505216
2577,S/K1/28,BHCB,15,700.247767588,22523.546875,758.452484736209
2578,S/K1/28,BHCB,61,598.492669752,22110.6015625,648.301982565179
2579,S/K1/28,BHCB,110,472.423450463,10214.984375,511.299595006025
2580,S/K1/28,BHCB,140.1,208.603989248,2136.248046875,225.636476257502
2581,S/K1/28,BHCB,130,442.661357263,6004.7109375,479.221238543701
2582,S/K1/28,BHCB,90,289.483002919,4766.06640625,313.635738204602
2583,S/K1/28,BHCB,95,166.450757707,1913.759765625,180.345042580064
2584,S/K1/28,BHCB,95,331.223848547,4281.478515625,358.83078882824
2585,S/K1/28,BHCB,95,249.178181755,3380.75,269.924498884242
2586,S/K1/28,BHCB,95,213.646929775,2744.375,231.442292108392
2587,S/K1/28,BHCB,95,671.376085425,16238.93359375,727.351537640679
2588,S/K1/28,BHCB,95,601.320147509,11590.6875,651.416752607811
2589,S/K1/28,BHCB,95,222.326686634,3533.779296875,240.891016514769
2590,S/K1/28,BHCB,95,357.072279178,7055.244140625,386.80592502698
2591,S/K1/28,BHCB,80,413.062435411,9889.029296875,447.429188308966
2592,S/K1/28,BHCB,80,270.845354563,5202.755859375,293.418793737887
2593,S/K1/28,BHCB,80,204.70457272,3056.107421875,221.787070713923
2594,S/K1/28,BHCB,80,343.682993495,7680.134765625,372.409940857791
2595,S/K1/28,BHCB,95,257.807760859,3576.615234375,279.215084364878
2596,S/K1/28,BHCB,90,337.917694927,5334.75390625,365.923293453692
2597,S/K1/28,BHCB,90,203.975010248,3086.5703125,220.976444987789
2598,S/K1/28,BHCB,90,219.10709622,3262.3671875,237.565059525027
2599,S/K1/28,BHCB,130,378.514089273,7124.826171875,409.536457922349
2600,S/K1/28,BHCB,130,350.655187814,5162.673828125,379.443450912836
2601,S/K1/28,BHCB,130,237.277508679,4127.736328125,257.074918960332
2602,S/K1/28,BHCB,130,77.0158283594,427.904296875,83.4324261216552
2603,S/K1/28,BHCB,130,66.1682004704,309.408203125,71.7258355986909
2604,S/K1/28,BHCB,130,320.553266855,4971.966796875,347.344515632896
2605,S/K1/28,BHCB,130,522.017889202,13038.419921875,564.858912229531
2606,S/K1/28,BHCB,61,69.1987952549,320.009765625,75.0253432033454
2607,S/K1/28,BHCB,130,456.316362501,8414.828125,493.931455307144
2608,S/K1/28,BHCB,110,598.46516847,17123.97265625,648.620402803001
2609,S/K1/28,BHCB,175.5,210.578668724,3154.583984375,228.134826714382
2610,S/K1/28,BHCB,57,199.996506553,2809.9921875,216.549807509073
2611,S/K1/28,BHCB,48,119.836736681,896.712890625,129.820252192502
2612,S/K1/28,BHCB,98.3,307.446834645,6564.5390625,333.032625947238
2613,S/K1/28,BHCB,15,1001.9334495,45506.275390625,1085.96512882137
2614,S/K1/28,BHCB,30,701.677509132,32858.212890625,760.481474327397
2615,S/K1/28,BHCS,2,89.7389569164,489.490234375,97.3388280497997
2616,S/K1/28,BHCS,1,30.9855387854,64.6953125,33.542859013206
2617,S/K1/28,BHCS,4,147.846229863,1606.146484375,160.183206896679
2618,S/K1/28,BHCS,2,180.306087835,1577.0234375,195.321084293008
2619,S/K1/28,BHCS,8,227.85049904,2063.46875,246.789856700395
2620,S/K1/28,BHCB,29.2,308.354917336,6753.185546875,333.953805045497
2621,S/K1/28,BHCB,14.5,305.472182369,6937.3203125,330.839861644675
2622,S/K1/28,BHCS,8,197.96337454,2614.154296875,214.669938342454
2623,S/K1/28,BHCB,45,612.930939705,24844.984375,663.497288584425
2624,S/K1/28,BHCB,45,1250.63255362,103422.45703125,1355.26239811776
2625,S/K1/28,BHCB,110,231.048168991,3573.4921875,250.531837161662
2626,S/K1/28,BHCB,134.4,277.489906135,4685.49609375,300.990864243792
2627,S/K1/28,BHCB,85,443.543543958,13842.71875,480.565795976744
2628,S/K1/28,BHCB,15,289.216996432,3977.9375,312.835679402525
2629,S/K1/28,BHCB,90,420.508883673,12094.79296875,455.986651847249
2630,S/K1/28,BHCB,111.5,271.491334071,5273.66796875,294.283128056052
2631,S/K1/28,BHCB,52,216.673093115,2964.72265625,234.973969475274
2632,S/K1/28,BHCS,1,103.235427693,781.263671875,111.858629840284
2633,S/K1/28,BHCS,8,231.750794637,3827.93359375,251.214887551176
2634,S/K1/28,BHCB,55,897.675042142,55096.09765625,972.952845621154
2635,S/K1/28,BHCB,15,652.878665512,15676.27734375,708.242220897775
2636,S/K1/28,BHCB,61,154.85097146,656.453125,168.17611489838
2637,S/K1/28,BHCB,265,189.023916147,2497.6328125,204.951828866661
2638,S/K1/28,BHCB,230,249.716973216,2152.54296875,270.715749070899
2639,S/K1/28,BHCB,30,330.277745998,6880.453125,358.141868058625
2640,S/K1/28,BHCB,61,119.284256211,883.736328125,129.373987761452
2641,S/K1/28,BHCB,70,235.143304579,3691.62890625,254.531995706453
2642,S/K1/28,BHCB,61,712.858221673,19720.390625,772.283198135832
2643,S/K1/28,BHCB,30,529.785703933,3652.84765625,574.059263021262
2644,S/K1/28,BHCB,100,297.31159396,4937.0859375,321.890071197187
2645,S/K1/28,BHCB,80,148.779734942,1482.26171875,161.049729079181
2646,S/K1/28,BHCB,50,392.71067307,6711.25,425.409356863227
2647,S/K1/28,BHCS,2,872.421969259,23508.44140625,944.527153036835
2648,S/K1/28,BHCS,8,430.433214237,11439.759765625,466.175180684454
2649,S/K1/28,BHCS,3,179.89634547,2287.59765625,194.852883111373
2650,S/K1/28,BHCN, ,489.226808849,6629.392578125,528.937801647376
2651,S/K1/28,BHCN, ,114.075427425,926.38671875,123.533597032063
2652,S/K1/28,BHCN, ,395.748015164,3307.63671875,427.801088651573
2653,S/K1/28,BHCN, ,1036.38618621,11599.869140625,1121.52040326199
2654,S/K1/28,BHCN, ,914.674472007,34178.83203125,989.216089887595
2655,S/K1/28,BHCN, ,494.061120544,4133.138671875,535.513125694702
2656,S/K1/28,BHCN, ,53.811463832,211.90625,58.3061609959499
2657,S/K1/28,BHCN, ,447.372332248,13301.869140625,484.680645577602
2658,S/K1/28,BHCN, ,90.956746337,577.65625,98.4770235948191
2659,S/K1/28,BHCS,6,237.034375867,2957.125,257.134160678368
2660,S/K1/28,BHCB,10,1164.96237825,40281.580078125,1264.80226353721
2661,S/K1/28,BHCB,146,157.001548977,1440.82421875,169.898942656065
2662,S/K1/28,BHCB,110,323.254665625,6667.453125,349.929884107374
2663,S/K1/28,BHCB,85,607.123487154,24835.486328125,658.227426638998
2664,S/K1/28,BHCB,15,280.021742966,3862.771484375,302.874187739727
2665,S/K1/28,BHCB,90,454.423904429,15010.8125,492.431033238534
2666,S/K1/28,BHCB,30,564.884027875,17081.00390625,612.219165641763
2667,S/K1/28,BHCB,15,350.359462447,4406.6015625,380.341233532657
2668,S/K1/28,BHCB,156,286.699805874,3520.435546875,310.133124214205
2669,S/K1/28,BHCB,85,466.28179844,15796.392578125,505.241148790407
2670,S/K1/28,BHCB,15,276.074588173,3804.203125,298.663393950127
2671,S/K1/28,BHCB,386.7,412.140217776,12470.427734375,446.460143255622
2672,S/K1/28,BHCB,120,208.588725881,2126.099609375,225.613183039472
2673,S/K1/28,BHCB,45.9,255.653483565,4397.7578125,276.74748997578
2674,S/K1/28,BHCB,250,448.825281245,9839.84375,485.977161635987
2675,S/K1/28,BHCB,80,263.595662592,4049.234375,285.951570364671
2676,S/K1/28,BHCB,80,291.72327041,4639.201171875,316.51518921204
2677,S/K1/28,BHCB,80,206.022511677,2233.013671875,222.921550964305
2678,S/K1/28,BHCB,80,187.750849443,2518.8203125,203.515000030463
2679,S/K1/28,BHCB,80,290.170388547,4878.60546875,314.8003035982
2680,S/K1/28,BHCB,80,290.000463147,4865.78125,314.615666122905
2681,S/K1/28,BHCB,80,289.601514694,4833.5703125,314.185688374219
2682,S/K1/28,BHCB,80,285.018798505,4532.052734375,309.236125805987
2683,S/K1/28,BHCB,80,289.909835695,4851.6640625,314.519143763088
2684,S/K1/28,BHCB,80,240.238811403,3846.373046875,260.574290107981
2685,S/K1/28,BHCB,80,229.413474713,3299.69140625,248.826317317446
2686,S/K1/28,BHCB,80,274.557161581,3865.015625,297.936845492341
2687,S/K1/28,BHCB,100,293.722741005,5048.15625,318.644249140094
2688,S/K1/28,BHCB,100,226.280006911,3108.021484375,245.460672113742
2689,S/K1/28,BHCB,100,338.820495102,4487.857421875,367.82840279658
2690,S/K1/28,BHCB,100,184.402803613,2095.2578125,200.021483916896
2691,S/K1/28,BHCB,80,549.642046183,14083.970703125,595.805274394707
2692,S/K1/28,BHCB,80,322.472693807,7348.8125,349.182297452296
2693,S/K20/30,BHCB,120,334.548708315,7340.453125,362.587153996931
2694,S/K20/30,BHCS,5,247.325068308,3152.126953125,268.0588625304
2695,S/K20/30,BHCB,100,410.4752185,11106.212890625,444.610542281339
2696,S/K20/30,BHCB,100,332.527429957,8078.55078125,360.296504464286
2697,S/K20/30,BHCB,90,894.031388959,49837.857421875,968.978584873737
2698,S/K20/30,BHCB,100,592.168690504,14548.42578125,642.025527292991
2699,S/K20/30,BHCB,120,597.318247416,25644.853515625,646.976485576868
2700,S/K20/30,BHCB,100,279.949599554,5717.986328125,303.348018007988
2701,S/K20/30,BHCB,120,405.118418464,12028.99609375,438.87422215504
2702,S/K20/30,BHCB,115,268.778462477,4681.41796875,291.544508598221
2703,S/K20/30,BHCS,8,283.964083811,5668.0859375,307.633478695457
2704,S/K20/30,NBA,NBA,272.196017258,2943.646484375,295.034625802345
2705,S/K20/30,NBA,NBA,205.587378394,1563.734375,222.876271687447
2706,S/K20/30,NBA,NBA,227.143984287,1913.08984375,246.415173755309
2707,S/K20/30,NBA,NBA,195.935927067,1461.1796875,212.512024016036
