OBJECTID,PLAN_NO,ZONE_LABEL,DESC_ENG,DESC_CHT,SPUSE_ENG,SPUSE_CHT,SHAPE_Leng,Shape__Area,Shape__Area_2,Shape__Length_2
1,S/FLN/2,RICH,River Channel,河道, , ,882.903221878,14916.03515625,14916.03515625,958.692299334045
2,S/FLN/2,R(B),Residential (Group B),住宅(乙類), , ,652.483907572,22353.150390625,22353.150390625,707.11261783627
3,S/FLN/2,R(B),Residential (Group B),住宅(乙類), , ,727.920067958,26126.87890625,26126.87890625,789.461917628178
4,S/FLN/2,R(A)4,Residential (Group A) 4,住宅(甲類)4, , ,464.415200053,14472.52734375,14472.52734375,504.139349441228
5,S/FLN/2,OU,Other Specified Uses,其他指定用途,COMMERCIAL/RESIDENTIAL DEVELOPMENT WITH PUBLIC TRANSPORT INTERCHANGE (1),商業╱住宅發展暨公共交通交匯處（１）,1238.26640565,53475.623046875,53475.623046875,1344.30813408006
6,S/FLN/2,RICH,River Channel,河道, , ,1630.78525447,63008.927734375,63008.927734375,1767.26678855934
7,S/FLN/2,OU(A),Other Specified Uses (Amenity Area),其他指定用途（美化市容地帶), , ,514.471514953,4782.046875,4782.046875,557.488587976171
8,S/FLN/2,OU(A),Other Specified Uses (Amenity Area),其他指定用途（美化市容地帶), , ,820.536838215,6281.701171875,6281.701171875,888.134707776414
9,S/FLN/2,O,Open Space,休憩用地, , ,3710.27007755,62892.36328125,62892.36328125,4025.64764551135
10,S/FLN/2,G/IC,"Government, Institution or Community",政府、機構或社區, , ,349.995597875,7893.6328125,7893.6328125,379.886277187409
11,S/FLN/2,G/IC,"Government, Institution or Community",政府、機構或社區, , ,448.069881965,7105.36328125,7105.36328125,486.161350824829
12,S/FLN/2,G/IC,"Government, Institution or Community",政府、機構或社區, , ,505.450983848,17388.181640625,17388.181640625,547.980561234383
13,S/FLN/2,G/IC,"Government, Institution or Community",政府、機構或社區, , ,465.761688699,14196.708984375,14196.708984375,505.379433301696
14,S/FLN/2,OU,Other Specified Uses,其他指定用途,SEWAGE PUMPING STATION,污水抽水站,125.668280379,1110.296875,1110.296875,136.350404457396
15,S/FLN/2,R(A)1,Residential (Group A) 1,住宅(甲類)1, , ,438.127555012,14544.490234375,14544.490234375,475.217839775883
16,S/FLN/2,RICH,River Channel,河道, , ,1506.22122644,54776.9453125,54776.9453125,1630.93181061705
17,S/FLN/2,O,Open Space,休憩用地, , ,255.637627761,1390.001953125,1390.001953125,277.608211578759
18,S/FLN/2,R(C),Residential (Group C),住宅(丙類), , ,483.900148199,14637.10546875,14637.10546875,524.74702808333
19,S/FLN/2,OU(A),Other Specified Uses (Amenity Area),其他指定用途（美化市容地帶), , ,656.90295691,1626.42578125,1626.42578125,713.947095945757
20,S/FLN/2,OU,Other Specified Uses,其他指定用途,SEWAGE PUMPING STATION,污水抽水站,128.217952522,1171.490234375,1171.490234375,139.244562384344
21,S/FLN/2,OU(A),Other Specified Uses (Amenity Area),其他指定用途（美化市容地帶), , ,123.659701582,586.85546875,586.85546875,134.072759957464
22,S/FLN/2,G/IC,"Government, Institution or Community",政府、機構或社區, , ,591.607704062,17349.974609375,17349.974609375,642.166925197584
23,S/FLN/2,G/IC,"Government, Institution or Community",政府、機構或社區, , ,260.156038936,4634.634765625,4634.634765625,282.200499415788
24,S/FLN/2,AGR,Agriculture,農業, , ,2164.87500085,147195.482421875,147195.482421875,2348.43049374989
25,S/FLN/2,R(B),Residential (Group B),住宅(乙類), , ,655.410407777,20097.708984375,20097.708984375,711.888971943281
26,S/FLN/2,R(B),Residential (Group B),住宅(乙類), , ,415.93806423,10325.8671875,10325.8671875,451.119755744927
27,S/FLN/2,G/IC,"Government, Institution or Community",政府、機構或社區, , ,541.000496862,17661.998046875,17661.998046875,586.682723285598
28,S/FLN/2,OU(A),Other Specified Uses (Amenity Area),其他指定用途（美化市容地帶), , ,261.408874519,2267.10546875,2267.10546875,283.202931908598
29,S/FLN/2,OU(A),Other Specified Uses (Amenity Area),其他指定用途（美化市容地帶), , ,321.783420716,2679.107421875,2679.107421875,348.44898067586
30,S/FLN/2,G/IC,"Government, Institution or Community",政府、機構或社區, , ,632.983586242,19473.421875,19473.421875,686.920600250141
31,S/FLN/2,O,Open Space,休憩用地, , ,1656.04055516,36838.1015625,36838.1015625,1798.36237393847
32,S/FLN/2,RICH,River Channel,河道, , ,1493.36361868,58339.009765625,58339.009765625,1623.06473499993
33,S/FLN/2,OU,Other Specified Uses,其他指定用途,SEWAGE PUMPING STATION,污水抽水站,87.3357271716,572.884765625,572.884765625,94.7576313962663
34,S/FLN/2,G/IC,"Government, Institution or Community",政府、機構或社區, , ,317.551579303,6759.0390625,6759.0390625,344.838470661624
35,S/FLN/2,OU,Other Specified Uses,其他指定用途,SEWAGE TREATMENT WORKS,污水處理廠,1369.45983075,42102.62890625,42102.62890625,1485.92269833133
36,S/FLN/2,O,Open Space,休憩用地, , ,877.523208294,6554.52734375,6554.52734375,951.162687587246
37,S/FLN/2,RICH,River Channel,河道, , ,3104.98640383,102443.283203125,102443.283203125,3367.64541251459
38,S/FLN/2,O,Open Space,休憩用地, , ,951.463677728,10831.576171875,10831.576171875,1032.2405349144
39,S/FLN/2,GB,Green Belt,綠化地帶, , ,985.595244148,20225.27734375,20225.27734375,1070.11408165631
40,S/FLN/2,OU(A),Other Specified Uses (Amenity Area),其他指定用途（美化市容地帶), , ,709.124956318,8837.26171875,8837.26171875,767.836949066073
41,S/FLN/2,R(B),Residential (Group B),住宅(乙類), , ,540.686650116,22054.326171875,22054.326171875,586.607082263734
42,S/FLN/2,R(B),Residential (Group B),住宅(乙類), , ,602.861754118,21888.05078125,21888.05078125,653.765244564445
43,S/FLN/2,RICH,River Channel,河道, , ,1345.92338442,23068.365234375,23068.365234375,1461.62094970462
44,S/FLN/2,MRDJ,Major Road and Junction,主要道路及路口, , ,28748.8558683,334277.65234375,334277.65234375,31183.663191248
45,S/FLN/2,OU(A),Other Specified Uses (Amenity Area),其他指定用途（美化市容地帶), , ,820.200545462,7596.26171875,7596.26171875,891.605382875091
46,S/FLN/2,O,Open Space,休憩用地, , ,917.529366125,7622.681640625,7622.681640625,994.697793773376
47,S/FLN/2,R(A)1,Residential (Group A) 1,住宅(甲類)1, , ,465.783734308,13642.9453125,13642.9453125,504.983676582119
48,S/FLN/2,R(A)1,Residential (Group A) 1,住宅(甲類)1, , ,431.566833866,14683.162109375,14683.162109375,468.304969439558
49,S/FLN/2,R(A)1,Residential (Group A) 1,住宅(甲類)1, , ,390.922580167,10910.56640625,10910.56640625,424.076510312856
50,S/FLN/2,G/IC,"Government, Institution or Community",政府、機構或社區, , ,309.592701677,5283.318359375,5283.318359375,336.203175523944
51,S/FLN/2,OU(A),Other Specified Uses (Amenity Area),其他指定用途（美化市容地帶), , ,422.02992635,9978.337890625,9978.337890625,458.191948807554
52,S/FLN/2,O,Open Space,休憩用地, , ,1765.18813762,59298.36328125,59298.36328125,1913.73868760651
53,S/FLN/2,OU,Other Specified Uses,其他指定用途,COMMERCIAL/RESIDENTIAL DEVELOPMENT WITH PUBLIC TRANSPORT INTERCHANGE (2),商業╱住宅發展暨公共交通交匯處（２）,407.653453494,11648.330078125,11648.330078125,442.360859862402
54,S/FLN/2,O,Open Space,休憩用地, , ,1767.47546313,26488.78515625,26488.78515625,1920.0397373233
55,S/FLN/2,O,Open Space,休憩用地, , ,245.011076619,3347.728515625,3347.728515625,266.204649931634
56,S/FLN/2,R(A)1,Residential (Group A) 1,住宅(甲類)1, , ,492.270831684,17970.064453125,17970.064453125,533.874355523607
57,S/FLN/2,R(A)1,Residential (Group A) 1,住宅(甲類)1, , ,498.621735836,16989.451171875,16989.451171875,540.820992363679
58,S/FLN/2,R(A)3,Residential (Group A) 3,住宅(甲類)3, , ,790.512725262,27928.1171875,27928.1171875,857.080811442344
59,S/FLN/2,OU(A),Other Specified Uses (Amenity Area),其他指定用途（美化市容地帶), , ,121.748603627,394.16015625,394.16015625,132.137003883694
60,S/FLN/2,OU(A),Other Specified Uses (Amenity Area),其他指定用途（美化市容地帶), , ,283.630507143,1434.27734375,1434.27734375,307.398300586044
61,S/FLN/2,R(A)2,Residential (Group A) 2,住宅(甲類)2, , ,456.320920245,15286.072265625,15286.072265625,494.975343749565
62,S/FLN/2,R(A)2,Residential (Group A) 2,住宅(甲類)2, , ,457.698058031,14566.75390625,14566.75390625,496.558589394906
63,S/FLN/2,R(A)2,Residential (Group A) 2,住宅(甲類)2, , ,445.183613188,14091.181640625,14091.181640625,483.3001099119
64,S/FLN/2,RICH,River Channel,河道, , ,800.783362077,28814.30078125,28814.30078125,868.025561557898
65,S/FLN/2,OU(A),Other Specified Uses (Amenity Area),其他指定用途（美化市容地帶), , ,615.403261643,3896.65625,3896.65625,667.032138587518
66,S/FLN/2,OU(A),Other Specified Uses (Amenity Area),其他指定用途（美化市容地帶), , ,299.639034123,1487.740234375,1487.740234375,324.4461770251
67,S/FLN/2,OU,Other Specified Uses,其他指定用途,PARKING AND OPERATION FACILITIES FOR ENVIRONMENTALLY FRIENDLY TRANSPORT SYSTEM,環保交通系統停泊 及營運設施,685.704350457,26063.16796875,26063.16796875,744.386837454869
68,S/FLN/2,CA,Conservation Area,自然保育區, , ,377.091966024,11417.880859375,11417.880859375,409.408900808954
69,S/FLN/2,OU,Other Specified Uses,其他指定用途,SEWAGE PUMPING STATION,污水抽水站,131.105867667,1115.5,1115.5,142.223006797605
70,S/FLN/2,G/IC,"Government, Institution or Community",政府、機構或社區, , ,445.530095307,6640.12109375,6640.12109375,483.504126988827
71,S/FLN/2,G/IC,"Government, Institution or Community",政府、機構或社區, , ,959.084778628,61031.33203125,61031.33203125,1039.99964422577
72,S/FLN/2,G/IC,"Government, Institution or Community",政府、機構或社區, , ,879.127985727,39225.83203125,39225.83203125,952.10726366162
73,S/FLN/2,OU(A),Other Specified Uses (Amenity Area),其他指定用途（美化市容地帶), , ,114.882236021,599.66796875,599.66796875,124.883106332601
74,S/FLN/2,CA,Conservation Area,自然保育區, , ,467.286825086,14772.720703125,14772.720703125,507.136859282725
75,S/FLN/2,OU(A),Other Specified Uses (Amenity Area),其他指定用途（美化市容地帶), , ,580.476752797,2754.974609375,2754.974609375,631.129583340396
76,S/FLN/2,GB,Green Belt,綠化地帶, , ,430.408373831,8499.66796875,8499.66796875,466.357994993632
77,S/FLN/2,O,Open Space,休憩用地, , ,260.426576376,3581.640625,3581.640625,282.536526302147
78,S/FLN/2,G/IC,"Government, Institution or Community",政府、機構或社區, , ,514.132746667,15156.08203125,15156.08203125,558.640419330831
79,S/FLN/2,R(B),Residential (Group B),住宅(乙類), , ,576.526788029,19360.09765625,19360.09765625,624.864003460104
80,S/FLN/2,OU(A),Other Specified Uses (Amenity Area),其他指定用途（美化市容地帶), , ,413.347882358,3215.892578125,3215.892578125,447.455660785073
81,S/FLN/2,V,Village Type Development,鄉村式發展, , ,226.94045375,2809.091796875,2809.091796875,246.009572265552
82,S/FLN/2,O,Open Space,休憩用地, , ,1254.48413341,74176.54296875,74176.54296875,1360.62233125023
83,S/FSS/23,G/IC,"Government, Institution or Community",政府、機構或社區, , ,308.977806454,6961.85546875,6961.85546875,335.033355181916
84,S/FSS/23,GB,Green Belt,綠化地帶, , ,815.673498903,25164.103515625,25164.103515625,885.030473458059
85,S/FSS/23,O,Open Space,休憩用地, , ,696.190285136,20202.15234375,20202.15234375,755.672392421175
86,S/FSS/23,R(A),Residential (Group A),住宅(甲類), , ,1221.61519545,67226.314453125,67226.314453125,1325.33029875764
87,S/FSS/23,G/IC,"Government, Institution or Community",政府、機構或社區, , ,305.614032216,6456.96875,6456.96875,331.632788315461
88,S/FSS/23,O,Open Space,休憩用地, , ,432.538808016,7961.181640625,7961.181640625,469.024461627765
89,S/FSS/23,G/IC,"Government, Institution or Community",政府、機構或社區, , ,143.381253589,1265.1328125,1265.1328125,155.744903818533
90,S/FSS/23,G/IC,"Government, Institution or Community",政府、機構或社區, , ,188.46406307,2548.791015625,2548.791015625,204.430432855223
91,S/FSS/23,O,Open Space,休憩用地, , ,728.26338115,19701.765625,19701.765625,789.959963816453
92,S/FSS/23,G/IC,"Government, Institution or Community",政府、機構或社區, , ,669.682370419,33004.8359375,33004.8359375,726.776402411246
93,S/FSS/23,R(C)1,Residential (Group C) 1,住宅(丙類)1, , ,287.066883429,5097.92578125,5097.92578125,311.54972162065
94,S/FSS/23,C/R(1),Commercial / Residential (1),商業 / 住宅(1), , ,477.685411888,14738.8359375,14738.8359375,518.323165632757
95,S/FSS/23,G/IC,"Government, Institution or Community",政府、機構或社區, , ,239.052245048,3974.515625,3974.515625,259.363710506354
96,S/FSS/23,G/IC,"Government, Institution or Community",政府、機構或社區, , ,516.522922526,19350.806640625,19350.806640625,560.348774944819
97,S/FSS/23,V,Village Type Development,鄉村式發展, , ,1300.93441219,116703.05859375,116703.05859375,1410.8889480146
98,S/FSS/23,R(C)1,Residential (Group C) 1,住宅(丙類)1, , ,347.233542712,8681.615234375,8681.615234375,376.956670534975
99,S/FSS/23,GB,Green Belt,綠化地帶, , ,1039.19139139,56845.80078125,56845.80078125,1127.71338946219
100,S/FSS/23,O,Open Space,休憩用地, , ,929.662534864,34485.47265625,34485.47265625,1008.31672842143
101,S/FSS/23,R(C)3,Residential (Group C) 3,住宅(丙類)3, , ,460.252167272,11615.1953125,11615.1953125,498.951568727742
102,S/FSS/23,GB,Green Belt,綠化地帶, , ,963.6124819,56647.966796875,56647.966796875,1045.4384287665
103,S/FSS/23,G/IC,"Government, Institution or Community",政府、機構或社區, , ,1390.103828,149937.37109375,149937.37109375,1508.64575606101
104,S/FSS/23,V,Village Type Development,鄉村式發展, , ,581.957435581,13712.23828125,13712.23828125,631.122624114971
105,S/FSS/23,R(C)1,Residential (Group C) 1,住宅(丙類)1, , ,1665.74970864,59999.662109375,59999.662109375,1806.09115155168
106,S/FSS/23,R(A),Residential (Group A),住宅(甲類), , ,1442.79561529,101085.875,101085.875,1564.45285853485
107,S/FSS/23,O,Open Space,休憩用地, , ,1634.7146586,45071.009765625,45071.009765625,1773.17213495141
108,S/FSS/23,R(A),Residential (Group A),住宅(甲類), , ,1274.53159381,94270.181640625,94270.181640625,1382.54678659431
109,S/FSS/23,G/IC,"Government, Institution or Community",政府、機構或社區, , ,487.392941282,13359.57421875,13359.57421875,528.262149325467
110,S/FSS/23,G/IC,"Government, Institution or Community",政府、機構或社區, , ,260.679686207,3728.568359375,3728.568359375,282.769012834937
111,S/FSS/23,G/IC,"Government, Institution or Community",政府、機構或社區, , ,419.189509847,8760.416015625,8760.416015625,454.603686995926
112,S/FSS/23,O,Open Space,休憩用地, , ,1342.20091447,42248.205078125,42248.205078125,1456.15456005155
113,S/FSS/23,G/IC,"Government, Institution or Community",政府、機構或社區, , ,454.302686711,13680.48828125,13680.48828125,492.857055313018
114,S/FSS/23,R(B)1,Residential (Group B) 1,住宅(乙類)1, , ,882.494520897,28886.01171875,28886.01171875,956.847414668676
115,S/FSS/23,CDA,Comprehensive Development Area,綜合發展區, , ,674.916753193,37225.62890625,37225.62890625,732.35872329849
116,S/FSS/23,G/IC,"Government, Institution or Community",政府、機構或社區, , ,1203.48290854,97345.09375,97345.09375,1306.30596137098
117,S/FSS/23,R(A),Residential (Group A),住宅(甲類), , ,1963.83126627,130156.7109375,130156.7109375,2130.05334430893
118,S/FSS/23,G/IC,"Government, Institution or Community",政府、機構或社區, , ,210.751352395,3262.361328125,3262.361328125,228.659176275559
119,S/FSS/23,G/IC,"Government, Institution or Community",政府、機構或社區, , ,258.255710206,4579.9765625,4579.9765625,280.534383111142
120,S/FSS/23,G/IC,"Government, Institution or Community",政府、機構或社區, , ,1250.01082645,95029.060546875,95029.060546875,1356.2009493748
121,S/FSS/23,G/IC,"Government, Institution or Community",政府、機構或社區, , ,714.336430792,25985.49609375,25985.49609375,775.297863265382
122,S/FSS/23,G/IC,"Government, Institution or Community",政府、機構或社區, , ,330.242554656,5418.421875,5418.421875,358.57121807306
123,S/FSS/23,G/IC,"Government, Institution or Community",政府、機構或社區, , ,334.313833308,5323.57421875,5323.57421875,362.754696985948
124,S/FSS/23,G/IC,"Government, Institution or Community",政府、機構或社區, , ,356.882962913,6412.888671875,6412.888671875,386.972558258522
125,S/FSS/23,V,Village Type Development,鄉村式發展, , ,1055.83013016,35334.74609375,35334.74609375,1145.3505122072
126,S/FSS/23,G/IC,"Government, Institution or Community",政府、機構或社區, , ,502.292587968,17541.12890625,17541.12890625,544.670583130533
127,S/FSS/23,R(A),Residential (Group A),住宅(甲類), , ,1341.59675946,124850.21484375,124850.21484375,1455.32447889766
128,S/FSS/23,R(A),Residential (Group A),住宅(甲類), , ,566.553609088,21806.861328125,21806.861328125,614.56896548967
129,S/FSS/23,R(A),Residential (Group A),住宅(甲類), , ,1734.75144373,91561.099609375,91561.099609375,1880.69062533907
130,S/FSS/23,R(C)2,Residential (Group C) 2,住宅(丙類)2, , ,843.994940535,42668.84375,42668.84375,915.43676756848
131,S/FSS/23,R(A),Residential (Group A),住宅(甲類), , ,1309.17854925,101386.24609375,101386.24609375,1420.12618139048
132,S/FSS/23,GB,Green Belt,綠化地帶, , ,572.054532654,21064.6171875,21064.6171875,620.923047725018
133,S/FSS/23,G/IC,"Government, Institution or Community",政府、機構或社區, , ,182.495404189,2498.572265625,2498.572265625,197.977077937173
134,S/FSS/23,G/IC,"Government, Institution or Community",政府、機構或社區, , ,840.994401167,41557.75390625,41557.75390625,912.471456838179
135,S/FSS/23,V,Village Type Development,鄉村式發展, , ,2167.4437563,316246.888671875,316246.888671875,2353.00985662506
136,S/FSS/23,R(A),Residential (Group A),住宅(甲類), , ,603.642303496,25477.953125,25477.953125,655.1426123848
137,S/FSS/23,RICH,River Channel,河道, , ,751.924775344,20770.966796875,20770.966796875,816.725739544819
138,S/FSS/23,GB,Green Belt,綠化地帶, , ,2657.55451608,61939.271484375,61939.271484375,2882.13973329809
139,S/FSS/23,RICH,River Channel,河道, , ,333.490557031,3874.70703125,3874.70703125,361.68809298667
140,S/FSS/23,O,Open Space,休憩用地, , ,1363.99830654,43232.203125,43232.203125,1479.57871252134
141,S/FSS/23,C/R,Commercial / Residential,商業 / 住宅, , ,1094.20099359,74776.796875,74776.796875,1187.25055059486
142,S/FSS/23,R(A),Residential (Group A),住宅(甲類), , ,1594.70184013,108642.70703125,108642.70703125,1730.92695636028
143,S/FSS/23,R(A),Residential (Group A),住宅(甲類), , ,1033.97262608,51208.529296875,51208.529296875,1120.95093519181
144,S/FSS/23,G/IC,"Government, Institution or Community",政府、機構或社區, , ,848.496948577,28326.0390625,28326.0390625,920.968744873503
145,S/FSS/23,G/IC,"Government, Institution or Community",政府、機構或社區, , ,642.804040821,16345.513671875,16345.513671875,696.3574178723
146,S/FSS/23,R(C)1,Residential (Group C) 1,住宅(丙類)1, , ,583.541967162,15094.12109375,15094.12109375,633.098979018598
147,S/FSS/23,GB,Green Belt,綠化地帶, , ,644.427346121,10393.046875,10393.046875,699.678757415742
148,S/FSS/23,V,Village Type Development,鄉村式發展, , ,851.952099796,49024.08203125,49024.08203125,924.655590999024
149,S/FSS/23,V,Village Type Development,鄉村式發展, , ,2112.88431074,88537.96484375,88537.96484375,2292.28040896676
150,S/FSS/23,G/IC,"Government, Institution or Community",政府、機構或社區, , ,526.334883547,14126.384765625,14126.384765625,570.965719167739
151,S/FSS/23,R(A)3,Residential (Group A) 3,住宅(甲類)3, , ,937.722363317,47295.0859375,47295.0859375,1016.98401645018
152,S/FSS/23,G/IC,"Government, Institution or Community",政府、機構或社區, , ,403.279641383,10473.615234375,10473.615234375,437.600372909054
153,S/FSS/23,G/IC,"Government, Institution or Community",政府、機構或社區, , ,329.21810886,8252.876953125,8252.876953125,356.891681351683
154,S/FSS/23,V,Village Type Development,鄉村式發展, , ,2044.20360329,118072.5859375,118072.5859375,2216.96985089695
155,S/FSS/23,R(A),Residential (Group A),住宅(甲類), , ,709.485320522,33275.01953125,33275.01953125,770.532197525917
156,S/FSS/23,G/IC,"Government, Institution or Community",政府、機構或社區, , ,410.366310024,12624.638671875,12624.638671875,445.239683730235
157,S/FSS/23,G/IC,"Government, Institution or Community",政府、機構或社區, , ,1099.23993609,54871.779296875,54871.779296875,1192.7695868203
158,S/FSS/23,GB,Green Belt,綠化地帶, , ,1525.65674854,61618.072265625,61618.072265625,1653.660067861
159,S/FSS/23,R(A),Residential (Group A),住宅(甲類), , ,1550.3188466,87932.431640625,87932.431640625,1681.81366120834
160,S/FSS/23,GB,Green Belt,綠化地帶, , ,1729.0629987,113523.04296875,113523.04296875,1875.90345537364
161,S/FSS/23,O,Open Space,休憩用地, , ,1220.62593946,77433.587890625,77433.587890625,1324.37168423274
162,S/FSS/23,G/IC,"Government, Institution or Community",政府、機構或社區, , ,473.096814299,11273.990234375,11273.990234375,512.89741782816
163,S/FSS/23,C/R,Commercial / Residential,商業 / 住宅, , ,1548.87560803,141185.458984375,141185.458984375,1681.1806624926
164,S/FSS/23,G/IC,"Government, Institution or Community",政府、機構或社區, , ,419.585092462,9122.759765625,9122.759765625,455.300171394583
165,S/FSS/23,G/IC,"Government, Institution or Community",政府、機構或社區, , ,309.102087265,5219.490234375,5219.490234375,335.356017766432
166,S/FSS/23,I,Industrial,工業, , ,1656.63200158,129444.45703125,129444.45703125,1797.4824306745
167,S/FSS/23,G/IC,"Government, Institution or Community",政府、機構或社區, , ,826.820858971,30116.158203125,30116.158203125,896.021446820519
168,S/FSS/23,G/IC,"Government, Institution or Community",政府、機構或社區, , ,608.650549296,18202.259765625,18202.259765625,660.274307855984
169,S/FSS/23,I,Industrial,工業, , ,1300.79356722,49671.41015625,49671.41015625,1411.07639876032
170,S/FSS/23,R(C)1,Residential (Group C) 1,住宅(丙類)1, , ,597.672712617,21734.302734375,21734.302734375,648.864601732361
171,S/FSS/23,G/IC,"Government, Institution or Community",政府、機構或社區, , ,303.9314879,6776.62890625,6776.62890625,329.867541465379
172,S/FSS/23,V,Village Type Development,鄉村式發展, , ,754.341622419,25159.640625,25159.640625,818.708670531862
173,S/FSS/23,G/IC,"Government, Institution or Community",政府、機構或社區, , ,1733.21723791,119594.833984375,119594.833984375,1881.35222562963
174,S/FSS/23,R(C)1,Residential (Group C) 1,住宅(丙類)1, , ,419.201274701,9933.17578125,9933.17578125,454.917674869545
175,S/FSS/23,V,Village Type Development,鄉村式發展, , ,1670.70591632,87820.181640625,87820.181640625,1812.02906735103
176,S/FSS/23,R(B),Residential (Group B),住宅(乙類), , ,1020.90968318,48355.3125,48355.3125,1106.50689229832
177,S/FSS/23,RICH,River Channel,河道, , ,3057.86193227,47636.673828125,47636.673828125,3321.46295736803
178,S/FSS/23,G/IC,"Government, Institution or Community",政府、機構或社區, , ,341.916299048,7812.380859375,7812.380859375,370.789644538911
179,S/FSS/23,R(C)2,Residential (Group C) 2,住宅(丙類)2, , ,689.995287793,32860.439453125,32860.439453125,747.875118774245
180,S/FSS/23,O,Open Space,休憩用地, , ,623.432550208,9815.763671875,9815.763671875,676.239998808587
181,S/FSS/23,O,Open Space,休憩用地, , ,1282.25104599,42050.68359375,42050.68359375,1392.62439382807
182,S/FSS/23,G/IC,"Government, Institution or Community",政府、機構或社區, , ,313.163246123,7001.888671875,7001.888671875,339.457622611405
183,S/FSS/23,G/IC,"Government, Institution or Community",政府、機構或社區, , ,587.184129903,21401.431640625,21401.431640625,637.099406762603
184,S/FSS/23,G/IC,"Government, Institution or Community",政府、機構或社區, , ,681.830546378,18956.357421875,18956.357421875,739.681283364481
185,S/FSS/23,G/IC,"Government, Institution or Community",政府、機構或社區, , ,312.655190403,6325.49609375,6325.49609375,339.253805146695
186,S/FSS/23,R(A),Residential (Group A),住宅(甲類), , ,1312.83399719,64566.349609375,64566.349609375,1424.01777896793
187,S/FSS/23,U,Undetermined,未決定用途, , ,380.657520825,10583.630859375,10583.630859375,413.090178275505
188,S/FSS/23,V,Village Type Development,鄉村式發展, , ,498.604097253,10545.962890625,10545.962890625,540.74531834105
189,S/FSS/23,C/R(3),Commercial / Residential (3),商業 / 住宅(3), , ,462.470063112,12058.9609375,12058.9609375,501.860489551428
190,S/FSS/23,R(A),Residential (Group A),住宅(甲類), , ,715.648932256,29930.64453125,29930.64453125,776.841139064299
191,S/FSS/23,G/IC,"Government, Institution or Community",政府、機構或社區, , ,1173.17158585,85071.41015625,85071.41015625,1272.13339649939
192,S/FSS/23,G/IC,"Government, Institution or Community",政府、機構或社區, , ,648.490448457,21273.458984375,21273.458984375,703.651302950085
193,S/FSS/23,R(A),Residential (Group A),住宅(甲類), , ,1248.76600319,87208.1640625,87208.1640625,1355.04057246865
194,S/FSS/23,R(C)1,Residential (Group C) 1,住宅(丙類)1, , ,738.603245772,37152.666015625,37152.666015625,801.464690024011
195,S/FSS/23,RICH,River Channel,河道, , ,4242.64776422,213210.009765625,213210.009765625,4608.16320794263
196,S/FSS/23,G/IC,"Government, Institution or Community",政府、機構或社區, , ,1720.78752448,70386.427734375,70386.427734375,1868.25090227965
197,S/FSS/23,R(A),Residential (Group A),住宅(甲類), , ,613.301261839,28508.685546875,28508.685546875,665.353426618604
198,S/FSS/23,O,Open Space,休憩用地, , ,554.225621012,15624.841796875,15624.841796875,601.514424935937
199,S/FSS/23,GB,Green Belt,綠化地帶, , ,1124.71867016,39631.025390625,39631.025390625,1218.71623280599
200,S/FSS/23,G/IC,"Government, Institution or Community",政府、機構或社區, , ,595.8045441,17702.005859375,17702.005859375,645.784207621223
201,S/FSS/23,V,Village Type Development,鄉村式發展, , ,1493.5262701,90961.09765625,90961.09765625,1619.01707322346
202,S/FSS/23,G/IC,"Government, Institution or Community",政府、機構或社區, , ,309.57577723,6851.4140625,6851.4140625,335.73273657298
203,S/FSS/23,R(C)1,Residential (Group C) 1,住宅(丙類)1, , ,384.637465709,7576.177734375,7576.177734375,417.240536688592
204,S/FSS/23,R(A),Residential (Group A),住宅(甲類), , ,655.862548434,25511.94140625,25511.94140625,711.450532548934
205,S/FSS/23,O,Open Space,休憩用地, , ,1520.81675452,50006.328125,50006.328125,1649.96242933937
206,S/FSS/23,V,Village Type Development,鄉村式發展, , ,311.495380066,6293.478515625,6293.478515625,338.065082277224
207,S/FSS/23,R(C)1,Residential (Group C) 1,住宅(丙類)1, , ,547.201665528,17401.234375,17401.234375,593.460845570471
208,S/FSS/23,O,Open Space,休憩用地, , ,463.118971565,7984.658203125,7984.658203125,502.926843543901
209,S/FSS/23,O,Open Space,休憩用地, , ,374.957691719,9778.86328125,9778.86328125,407.111092528406
210,S/FSS/23,R(B)2,Residential (Group B) 2,住宅(乙類)2, , ,724.920476712,19082.97265625,19082.97265625,786.159788138885
211,S/FSS/23,O,Open Space,休憩用地, , ,613.8687354,25672.06640625,25672.06640625,665.758144174294
212,S/FSS/23,R(A)2,Residential (Group A) 2,住宅(甲類)2, , ,508.017129819,9620.9609375,9620.9609375,550.882739174662
213,S/FSS/23,V,Village Type Development,鄉村式發展, , ,563.151511496,22182.322265625,22182.322265625,610.57554168924
214,S/FSS/23,G/IC,"Government, Institution or Community",政府、機構或社區, , ,488.133813927,14863.587890625,14863.587890625,529.372206373252
215,S/FSS/23,O,Open Space,休憩用地, , ,626.626159788,13929.576171875,13929.576171875,680.696874697171
216,S/FSS/23,G/IC,"Government, Institution or Community",政府、機構或社區, , ,450.484256684,14516.283203125,14516.283203125,488.633110283419
217,S/FSS/23,C/R(2),Commercial / Residential (2),商業 / 住宅(2), , ,503.777858319,17048.2109375,17048.2109375,546.61015378232
218,S/FSS/23,R(A),Residential (Group A),住宅(甲類), , ,234.042828311,3966.501953125,3966.501953125,253.855678021421
