OBJECTID,PLAN_NO,ZONE_LABEL,DESC_ENG,DESC_CHT,SPUSE_ENG,SPUSE_CHT,SHAPE_Leng,Shape__Area,Shape__Area_2,Shape__Length_2
6217,S/K5/37,G/IC,"Government, Institution or Community",政府、機構或社區, , ,67.3535087939,309.49609375,309.49609375,73.0020957869423
6218,S/K5/37,R(C)5,Residential (Group C) 5,住宅(丙類)5, , ,372.202370094,6664.267578125,6664.267578125,403.070650086039
6219,S/K5/37,R(A)7,Residential (Group A) 7,住宅(甲類)7, , ,275.979779347,4951.140625,4951.140625,299.019828380451
6220,S/K5/37,O,Open Space,休憩用地, , ,111.895332129,723.0625,723.0625,121.138795825078
6221,S/K5/37,R(A)8,Residential (Group A) 8,住宅(甲類)8, , ,290.773894056,5334.046875,5334.046875,315.053401306598
6222,S/K5/37,G/IC,"Government, Institution or Community",政府、機構或社區, , ,174.065479496,2067.87109375,2067.87109375,188.50928295791
6223,S/K5/37,R(A)6,Residential (Group A) 6,住宅(甲類)6, , ,133.739910735,1141.03515625,1141.03515625,144.959524498618
6224,S/K5/37,R(A)8,Residential (Group A) 8,住宅(甲類)8, , ,292.323363306,5385.916015625,5385.916015625,316.741161112462
6225,S/K5/37,R(A)8,Residential (Group A) 8,住宅(甲類)8, , ,292.336728286,5393.056640625,5393.056640625,316.747491168229
6226,S/K5/37,G/IC,"Government, Institution or Community",政府、機構或社區, , ,226.3517701,2713.087890625,2713.087890625,244.989494711308
6227,S/K5/37,R(A)6,Residential (Group A) 6,住宅(甲類)6, , ,267.930765213,4282.859375,4282.859375,290.272202499108
6228,S/K5/37,G/IC,"Government, Institution or Community",政府、機構或社區, , ,193.848125339,2749.33203125,2749.33203125,210.109618664659
6229,S/K5/37,R(A)8,Residential (Group A) 8,住宅(甲類)8, , ,279.907786111,4647.43359375,4647.43359375,303.275386319679
6230,S/K5/37,GB,Green Belt,綠化地帶, , ,1618.54017705,56613.025390625,56613.025390625,1752.45144948377
6231,S/K5/37,OU,Other Specified Uses,其他指定用途,BUSINESS 2,商貿２,404.392816269,11059.609375,11059.609375,437.959301852152
6232,S/K5/37,G/IC,"Government, Institution or Community",政府、機構或社區, , ,580.396912355,18083.009765625,18083.009765625,628.801170168815
6233,S/K5/37,R(A)7,Residential (Group A) 7,住宅(甲類)7, , ,292.633772053,5392.134765625,5392.134765625,317.059667993684
6234,S/K5/37,G/IC,"Government, Institution or Community",政府、機構或社區, , ,45.3777302575,104.98046875,104.98046875,49.1886826456062
6235,S/K5/37,R(A)6,Residential (Group A) 6,住宅(甲類)6, , ,258.711558547,4357.484375,4357.484375,280.306042307252
6236,S/K5/37,R(A)7,Residential (Group A) 7,住宅(甲類)7, , ,267.497675514,4034.8046875,4034.8046875,289.922444341829
6237,S/K5/37,R(A),Residential (Group A),住宅(甲類), , ,1087.42650524,88656.564453125,88656.564453125,1178.00415160981
6238,S/K5/37,R(A)6,Residential (Group A) 6,住宅(甲類)6, , ,130.093566789,1031.326171875,1031.326171875,141.004852423998
6239,S/K5/37,G/IC,"Government, Institution or Community",政府、機構或社區, , ,273.096420721,4470.84375,4470.84375,295.967555702858
6240,S/K5/37,R(A)7,Residential (Group A) 7,住宅(甲類)7, , ,332.848697753,5010.2734375,5010.2734375,360.668036940723
6241,S/K5/37,R(A)6,Residential (Group A) 6,住宅(甲類)6, , ,289.725852174,4967.705078125,4967.705078125,313.901327534773
6242,S/K5/37,R(A)8,Residential (Group A) 8,住宅(甲類)8, , ,333.269175734,4171.365234375,4171.365234375,361.130118296519
6243,S/K5/37,R(A)7,Residential (Group A) 7,住宅(甲類)7, , ,134.211949845,819.97265625,819.97265625,145.471234879141
6244,S/K5/37,OU,Other Specified Uses,其他指定用途,BUSINESS 1,商貿１,338.274838192,6581.560546875,6581.560546875,366.242613175307
6245,S/K5/37,R(A)7,Residential (Group A) 7,住宅(甲類)7, , ,262.716790594,4377.400390625,4377.400390625,284.872579770728
6246,S/K5/37,R(A),Residential (Group A),住宅(甲類), , ,1655.3967912,112102.359375,112102.359375,1793.90126726288
6247,S/K5/37,R(A)6,Residential (Group A) 6,住宅(甲類)6, , ,320.876639223,4162.265625,4162.265625,347.67794890225
6248,S/K5/37,R(A)7,Residential (Group A) 7,住宅(甲類)7, , ,285.395348203,5180.6015625,5180.6015625,309.214649954301
6249,S/K5/37,R(A)7,Residential (Group A) 7,住宅(甲類)7, , ,247.0132418,4249.296875,4249.296875,267.695582384287
6250,S/K5/37,G/IC(2),"Government, Institution or Community (2)",政府、機構或社區(2), , ,167.333961233,1817.87890625,1817.87890625,181.313911117709
6251,S/K5/37,G/IC,"Government, Institution or Community",政府、機構或社區, , ,2765.9228377,86724.7265625,86724.7265625,2997.24827811436
6252,S/K5/37,R(A)6,Residential (Group A) 6,住宅(甲類)6, , ,286.928038178,4700.42578125,4700.42578125,310.873959592015
6253,S/K5/37,R(A)8,Residential (Group A) 8,住宅(甲類)8, , ,274.498378806,4909.798828125,4909.798828125,297.432803282353
6254,S/K5/37,R(A)7,Residential (Group A) 7,住宅(甲類)7, , ,251.295836951,4282.083984375,4282.083984375,272.277519625213
6255,S/K5/37,G/IC,"Government, Institution or Community",政府、機構或社區, , ,93.5043113685,608.69140625,608.69140625,101.340872766251
6256,S/K5/37,R(A)7,Residential (Group A) 7,住宅(甲類)7, , ,138.958215739,1277.60546875,1277.60546875,150.560344374453
6257,S/K5/37,R(A)7,Residential (Group A) 7,住宅(甲類)7, , ,316.122700252,3564.392578125,3564.392578125,342.536113440642
6258,S/K5/37,R(A)6,Residential (Group A) 6,住宅(甲類)6, , ,277.641962275,4709.90625,4709.90625,300.804582676687
6259,S/K5/37,R(A)6,Residential (Group A) 6,住宅(甲類)6, , ,278.981849155,4682.986328125,4682.986328125,302.164025496944
6260,S/K5/37,R(A)8,Residential (Group A) 8,住宅(甲類)8, , ,292.020536995,5385.30078125,5385.30078125,316.410428008724
6261,S/K5/37,R(A)6,Residential (Group A) 6,住宅(甲類)6, , ,248.31104067,4003.865234375,4003.865234375,269.035419149615
6262,S/K5/37,OU,Other Specified Uses,其他指定用途,BUSINESS 2,商貿２,663.029387979,22761.7421875,22761.7421875,717.694877017091
6263,S/K5/37,R(A)7,Residential (Group A) 7,住宅(甲類)7, , ,284.945740304,5014.08984375,5014.08984375,308.829480378977
6264,S/K5/37,R(A)7,Residential (Group A) 7,住宅(甲類)7, , ,255.756541098,4405.626953125,4405.626953125,277.112840435953
6265,S/K5/37,R(A)6,Residential (Group A) 6,住宅(甲類)6, , ,245.558566992,3867.86328125,3867.86328125,266.049893603536
6266,S/K5/37,R(A)6,Residential (Group A) 6,住宅(甲類)6, , ,317.309786833,5241.298828125,5241.298828125,343.774568335647
6267,S/K5/37,R(A)8,Residential (Group A) 8,住宅(甲類)8, , ,264.014946087,4454.236328125,4454.236328125,285.814844315671
6268,S/K5/37,R(A),Residential (Group A),住宅(甲類), , ,637.493730677,25522.404296875,25522.404296875,690.723882747515
6269,S/K5/37,R(A)8,Residential (Group A) 8,住宅(甲類)8, , ,115.968580316,861.396484375,861.396484375,125.701824169151
6270,S/K5/37,R(A)6,Residential (Group A) 6,住宅(甲類)6, , ,280.32087127,4776.158203125,4776.158203125,303.700566793749
6271,S/K5/37,G/IC,"Government, Institution or Community",政府、機構或社區, , ,143.389327181,1434.65625,1434.65625,155.390060891165
6272,S/K5/37,R(A)7,Residential (Group A) 7,住宅(甲類)7, , ,85.2906636622,507.390625,507.390625,92.4853375192236
6273,S/K5/37,R(A)6,Residential (Group A) 6,住宅(甲類)6, , ,243.606733109,3814.04296875,3814.04296875,263.932847080406
6274,S/K5/37,OU,Other Specified Uses,其他指定用途,BUSINESS 4,商貿４,392.555378596,7714.3828125,7714.3828125,424.893578217153
6275,S/K5/37,R(A)6,Residential (Group A) 6,住宅(甲類)6, , ,228.103368092,3415.6328125,3415.6328125,247.045895062104
6276,S/K5/37,R(A)8,Residential (Group A) 8,住宅(甲類)8, , ,114.975891907,840.625,840.625,124.629266352682
6277,S/K5/37,O,Open Space,休憩用地, , ,68.9882706241,239.236328125,239.236328125,74.6690094487751
6278,S/K5/37,O,Open Space,休憩用地, , ,253.027228917,4707.31640625,4707.31640625,274.238974446131
6279,S/K5/37,G/IC,"Government, Institution or Community",政府、機構或社區, , ,348.537611859,7280.68359375,7280.68359375,377.688859648262
6280,S/K5/37,O,Open Space,休憩用地, , ,152.542599672,1203.6171875,1203.6171875,165.291575979303
6281,S/K5/37,G/IC,"Government, Institution or Community",政府、機構或社區, , ,284.182300626,5848.87109375,5848.87109375,307.951144968559
6282,S/K5/37,OU,Other Specified Uses,其他指定用途,BUSINESS 5,商貿５,260.630666003,3377.427734375,3377.427734375,282.109271372457
6283,S/K5/37,C(1),Commercial (1),商業(1), , ,264.753016398,5142.9375,5142.9375,286.911959333537
6284,S/K5/37,R(A),Residential (Group A),住宅(甲類), , ,821.739143265,48587.2734375,48587.2734375,890.446543554354
6285,S/K5/37,R(A)1,Residential (Group A) 1,住宅(甲類)1, , ,426.190392206,7352.970703125,7352.970703125,461.750083531453
6286,S/K5/37,O,Open Space,休憩用地, , ,115.402276947,856.994140625,856.994140625,125.164876995751
6287,S/K5/37,GB,Green Belt,綠化地帶, , ,717.921877615,2546.49609375,2546.49609375,776.329251195605
6288,S/K5/37,OU,Other Specified Uses,其他指定用途,PETROL FILLING STATION,加油站,159.571769594,630.689453125,630.689453125,172.940603570974
6289,S/K5/37,G/IC,"Government, Institution or Community",政府、機構或社區, , ,81.8820394281,451.44921875,451.44921875,88.6847334937402
6290,S/K5/37,G/IC,"Government, Institution or Community",政府、機構或社區, , ,541.321999959,19672.29296875,19672.29296875,586.709683807593
6291,S/K5/37,G/IC,"Government, Institution or Community",政府、機構或社區, , ,190.162754226,2512.109375,2512.109375,205.922153517583
6292,S/K5/37,G/IC,"Government, Institution or Community",政府、機構或社區, , ,32.5796549912,73.810546875,73.810546875,35.3122389474404
6293,S/K5/37,G/IC,"Government, Institution or Community",政府、機構或社區, , ,105.341557443,657.775390625,657.775390625,114.323591042126
6294,S/K5/37,O,Open Space,休憩用地, , ,57.9204739766,155.16015625,155.16015625,62.8079642550569
6295,S/K5/37,O,Open Space,休憩用地, , ,474.752468361,15275.37890625,15275.37890625,514.68074629449
6296,S/K5/37,O,Open Space,休憩用地, , ,344.390690143,4968.267578125,4968.267578125,373.147054933083
6297,S/K5/37,G/IC,"Government, Institution or Community",政府、機構或社區, , ,288.288851416,5658.88671875,5658.88671875,312.386979318583
6298,S/K5/37,CDA,Comprehensive Development Area,綜合發展區, , ,216.506779474,3076.423828125,3076.423828125,234.551532276947
6299,S/K5/37,O,Open Space,休憩用地, , ,992.558203908,35920.11328125,35920.11328125,1075.47705818839
6300,S/K5/37,O,Open Space,休憩用地, , ,405.817521055,8744.236328125,8744.236328125,439.806062876904
6301,S/K5/37,G/IC,"Government, Institution or Community",政府、機構或社區, , ,266.285003013,4911.92578125,4911.92578125,288.42148958742
6302,S/K5/37,G/IC,"Government, Institution or Community",政府、機構或社區, , ,141.296126913,1216.568359375,1216.568359375,153.09348742344
6303,S/K5/37,O,Open Space,休憩用地, , ,339.156943604,9023.119140625,9023.119140625,367.534834216614
6304,S/K5/37,G/IC(1),"Government, Institution or Community (1)",政府、機構或社區(1), , ,504.575874677,5093.3203125,5093.3203125,546.542143078938
6305,S/K5/37,O,Open Space,休憩用地, , ,1096.15078836,17955.64453125,17955.64453125,1189.68603049088
6306,S/K5/37,OU,Other Specified Uses,其他指定用途,PETROL FILLING STATION,加油站,88.5168754033,566.431640625,566.431640625,95.9031635860293
6307,S/K5/37,O,Open Space,休憩用地, , ,207.059848867,2978.224609375,2978.224609375,224.367924428813
6308,S/K5/37,OU,Other Specified Uses,其他指定用途,PETROL FILLING STATION,加油站,105.836092319,702.681640625,702.681640625,114.79035775316
6309,S/K5/37,O,Open Space,休憩用地, , ,162.904273716,1405.478515625,1405.478515625,176.59220006507
6310,S/K5/37,C(4),Commercial (4),商業(4), , ,406.084047349,8265.55859375,8265.55859375,439.53826989978
6311,S/K5/37,O,Open Space,休憩用地, , ,48.9158400363,172.79296875,172.79296875,53.0238628508053
6312,S/K5/37,O,Open Space,休憩用地, , ,2077.0086365,76443.8671875,76443.8671875,2249.13201834227
6313,S/K5/37,OU,Other Specified Uses,其他指定用途,PETROL FILLING STATION,加油站,110.378963346,804.982421875,804.982421875,119.491909995403
6314,S/K5/37,R(C)4,Residential (Group C) 4,住宅(丙類)4, , ,263.4569457,3856.30078125,3856.30078125,285.134849516229
6315,S/K5/37,O,Open Space,休憩用地, , ,180.546261658,2001.3359375,2001.3359375,195.619084069291
6316,S/K5/37,O,Open Space,休憩用地, , ,391.252330206,11227.732421875,11227.732421875,424.007467394657
6317,S/K5/37,G/IC,"Government, Institution or Community",政府、機構或社區, , ,299.116421106,4922.548828125,4922.548828125,323.795335703989
6318,S/K5/37,R(A)4,Residential (Group A) 4,住宅(甲類)4, , ,74.959571494,362.798828125,362.798828125,81.2649399078461
6319,S/K5/37,R(A),Residential (Group A),住宅(甲類), , ,389.600436321,10393.00390625,10393.00390625,422.196683033843
6320,S/K5/37,R(C)3,Residential (Group C) 3,住宅(丙類)3, , ,197.75460423,2323.578125,2323.578125,214.249281386189
6321,S/K5/37,OU,Other Specified Uses,其他指定用途,PETROL FILLING STATION,加油站,122.788706658,777.88671875,777.88671875,133.104340308269
6322,S/K5/37,G/IC,"Government, Institution or Community",政府、機構或社區, , ,328.60242636,7485.482421875,7485.482421875,356.04465441486
6323,S/K5/37,G/IC,"Government, Institution or Community",政府、機構或社區, , ,138.970878905,1093.0390625,1093.0390625,150.565980848624
6324,S/K5/37,G/IC,"Government, Institution or Community",政府、機構或社區, , ,107.606493945,814.646484375,814.646484375,116.591072731527
6325,S/K5/37,O,Open Space,休憩用地, , ,78.0081488802,444.9609375,444.9609375,84.5298164251113
6326,S/K5/37,G/IC,"Government, Institution or Community",政府、機構或社區, , ,749.130398019,34513.435546875,34513.435546875,812.325238543907
6327,S/K5/37,O,Open Space,休憩用地, , ,70.9391229332,369.24609375,369.24609375,76.871957334553
6328,S/K5/37,C(6),Commercial (6),商業(6), , ,267.570423289,4963.4921875,4963.4921875,289.922807672659
6329,S/K5/37,R(C)2,Residential (Group C) 2,住宅(丙類)2, , ,318.833091572,6882.982421875,6882.982421875,345.191347091359
6330,S/K5/37,G/IC,"Government, Institution or Community",政府、機構或社區, , ,81.8110349223,392.7890625,392.7890625,88.5590138795274
6331,S/K5/37,O,Open Space,休憩用地, , ,355.850222765,9298.564453125,9298.564453125,385.512356722818
6332,S/K5/37,O,Open Space,休憩用地, , ,282.904868126,2936.865234375,2936.865234375,306.057864885364
6333,S/K5/37,O,Open Space,休憩用地, , ,237.739377577,3056.615234375,3056.615234375,257.427368389783
6334,S/K5/37,OU,Other Specified Uses,其他指定用途,PETROL FILLING STATION,加油站,97.9601305238,689.2890625,689.2890625,106.151215369257
6335,S/K5/37,O,Open Space,休憩用地, , ,85.3047390589,310.986328125,310.986328125,92.5019829671589
6336,S/K5/37,R(C)1,Residential (Group C) 1,住宅(丙類)1, , ,281.484787551,5228.353515625,5228.353515625,304.904953581612
6337,S/K5/37,GB,Green Belt,綠化地帶, , ,220.495385376,2134.091796875,2134.091796875,238.796737783564
6338,S/K5/37,G/IC,"Government, Institution or Community",政府、機構或社區, , ,71.1970292142,359.78125,359.78125,77.1579993774762
6339,S/K5/37,G/IC(3),"Government, Institution or Community (3)",政府、機構或社區(3), , ,47.7918276517,139.951171875,139.951171875,51.75489738134
6340,S/K5/37,G/IC,"Government, Institution or Community",政府、機構或社區, , ,64.9521867488,304.69140625,304.69140625,70.3901259507611
6341,S/K5/37,O,Open Space,休憩用地, , ,242.775944851,3938.53125,3938.53125,262.94409311992
6342,S/K5/37,G/IC,"Government, Institution or Community",政府、機構或社區, , ,75.1877883353,320.1328125,320.1328125,81.3860060315658
6343,S/K5/37,G/IC,"Government, Institution or Community",政府、機構或社區, , ,76.7214971547,423.9609375,423.9609375,83.1435786796462
6344,S/K5/37,R(A)2,Residential (Group A) 2,住宅(甲類)2, , ,192.612684277,2637.26953125,2637.26953125,208.724580291896
6345,S/K5/37,O,Open Space,休憩用地, , ,61.2599537564,175.5546875,175.5546875,66.3447588661912
6346,S/K5/37,OU,Other Specified Uses,其他指定用途,BUSINESS,商貿,388.834433466,9039.591796875,9039.591796875,421.233837674121
6347,S/K5/37,R(A)7,Residential (Group A) 7,住宅(甲類)7, , ,292.150703614,5389.828125,5389.828125,316.533547874018
6348,S/K5/37,OU,Other Specified Uses,其他指定用途,BUSINESS,商貿,255.796724432,4629.25,4629.25,277.098763402064
6349,S/K5/37,R(A)7,Residential (Group A) 7,住宅(甲類)7, , ,292.523760091,5392.26171875,5392.26171875,316.946968621761
6350,S/K5/37,R(A)6,Residential (Group A) 6,住宅(甲類)6, , ,185.797854446,2007.81640625,2007.81640625,201.123116455745
6351,S/K5/37,R(A)6,Residential (Group A) 6,住宅(甲類)6, , ,90.9292943933,600.2578125,600.2578125,98.5356048735184
6352,S/K5/37,R(A)7,Residential (Group A) 7,住宅(甲類)7, , ,291.751673864,5341.1015625,5341.1015625,316.105199945591
6353,S/K5/37,OU,Other Specified Uses,其他指定用途,BUSINESS,商貿,346.606311312,7380.7890625,7380.7890625,375.293975026627
6354,S/K5/37,GB,Green Belt,綠化地帶, , ,3776.07290022,447839.01171875,447839.01171875,4092.02258974739
6355,S/K5/37,GB,Green Belt,綠化地帶, , ,2601.46803862,75393.224609375,75393.224609375,2816.84777788195
6356,S/K5/37,OU,Other Specified Uses,其他指定用途,BUSINESS 1,商貿１,365.96244706,7351.0390625,7351.0390625,396.171103794208
6357,S/K5/37,R(A)6,Residential (Group A) 6,住宅(甲類)6, , ,280.571459316,4787.091796875,4787.091796875,303.979556384527
6358,S/K5/37,G/IC,"Government, Institution or Community",政府、機構或社區, , ,897.208543523,34408.67578125,34408.67578125,972.040688436448
6359,S/K5/37,R(A)7,Residential (Group A) 7,住宅(甲類)7, , ,171.259790644,1762.576171875,1762.576171875,185.408011312722
6360,S/K5/37,R(A)7,Residential (Group A) 7,住宅(甲類)7, , ,278.978325142,4633.083984375,4633.083984375,302.259467148626
6361,S/K5/37,OU,Other Specified Uses,其他指定用途,CEMETERY,墳場,1124.38703193,93394.9296875,93394.9296875,1218.53901347428
6362,S/K5/37,R(A)8,Residential (Group A) 8,住宅(甲類)8, , ,291.538920062,5371.9765625,5371.9765625,315.887001734566
6363,S/K5/37,R(A)8,Residential (Group A) 8,住宅(甲類)8, , ,148.771826212,1618.751953125,1618.751953125,161.235805539757
6364,S/K5/37,C(2),Commercial (2),商業(2), , ,348.27043548,8385.369140625,8385.369140625,377.458235780204
6365,S/K5/37,GB,Green Belt,綠化地帶, , ,1161.59942077,11924.7890625,11924.7890625,1256.85056997496
6366,S/K5/37,R(A)9,Residential (Group A) 9,住宅(甲類)9, , ,231.257214005,3887.134765625,3887.134765625,250.612474132134
6367,S/K5/37,OU,Other Specified Uses,其他指定用途,BUSINESS,商貿,332.853183652,6949.345703125,6949.345703125,360.425831783785
6368,S/K5/37,R(A)7,Residential (Group A) 7,住宅(甲類)7, , ,218.352745862,1732.068359375,1732.068359375,236.642606158075
6369,S/K5/37,R(A)7,Residential (Group A) 7,住宅(甲類)7, , ,256.878191785,4437.771484375,4437.771484375,278.326827953632
6370,S/K5/37,R(A)7,Residential (Group A) 7,住宅(甲類)7, , ,283.43543743,5194.353515625,5194.353515625,307.121051475292
6371,S/K5/37,OU,Other Specified Uses,其他指定用途,BUSINESS,商貿,363.625626778,5150.162109375,5150.162109375,393.52666627744
6372,S/K5/37,R(A)8,Residential (Group A) 8,住宅(甲類)8, , ,295.266107329,4672.23046875,4672.23046875,319.78257906625
6373,S/K5/37,OU,Other Specified Uses,其他指定用途,BUSINESS,商貿,377.515879806,8299.572265625,8299.572265625,408.721517154706
6374,S/K5/37,R(A)6,Residential (Group A) 6,住宅(甲類)6, , ,270.560997271,4456.14453125,4456.14453125,293.135641164773
6375,S/K5/37,R(A)6,Residential (Group A) 6,住宅(甲類)6, , ,241.533936748,3590.681640625,3590.681640625,261.690623361538
6376,S/K5/37,OU,Other Specified Uses,其他指定用途,BUSINESS,商貿,506.438519593,11326.08203125,11326.08203125,548.065424862738
6377,S/K5/37,R(A)6,Residential (Group A) 6,住宅(甲類)6, , ,238.801263536,3258.837890625,3258.837890625,258.72962125439
6378,S/K5/37,R(A)6,Residential (Group A) 6,住宅(甲類)6, , ,280.495584834,4796.287109375,4796.287109375,303.897477090484
6379,S/K5/37,G/IC,"Government, Institution or Community",政府、機構或社區, , ,149.248635905,1301.46484375,1301.46484375,161.700876568472
6380,S/K5/37,R(A)6,Residential (Group A) 6,住宅(甲類)6, , ,271.445579469,4462.794921875,4462.794921875,294.086955798948
6381,S/K5/37,R(A),Residential (Group A),住宅(甲類), , ,1134.60643799,62244.04296875,62244.04296875,1229.34604999701
6382,S/K5/37,R(A)6,Residential (Group A) 6,住宅(甲類)6, , ,279.727595045,4777.095703125,4777.095703125,303.062430307203
6383,S/K5/37,R(A)6,Residential (Group A) 6,住宅(甲類)6, , ,287.606594292,5246.87890625,5246.87890625,311.611682839879
6384,S/K5/37,R(A)7,Residential (Group A) 7,住宅(甲類)7, , ,286.579554161,5242.48828125,5242.48828125,310.497682587171
6385,S/K5/37,R(A)7,Residential (Group A) 7,住宅(甲類)7, , ,292.119877843,5373.724609375,5373.724609375,316.514080647047
6386,S/K5/37,R(A)8,Residential (Group A) 8,住宅(甲類)8, , ,222.579589144,3329.3671875,3329.3671875,241.047362726551
6387,S/K5/37,R(E)2,Residential (Group E) 2,住宅(戊類)2, , ,166.715277262,2010.869140625,2010.869140625,180.685758396683
6388,S/K5/37,R(A)7,Residential (Group A) 7,住宅(甲類)7, , ,282.453154285,5109.2890625,5109.2890625,306.038451836658
6389,S/K5/37,R(A)7,Residential (Group A) 7,住宅(甲類)7, , ,282.872101513,5128.0390625,5128.0390625,306.488467085805
6390,S/K5/37,OU,Other Specified Uses,其他指定用途,BUSINESS,商貿,288.644537318,5727.4296875,5727.4296875,312.631031736324
6391,S/K5/37,R(A)6,Residential (Group A) 6,住宅(甲類)6, , ,74.4533101679,278.904296875,278.904296875,80.5827578498315
6392,S/K5/37,G/IC,"Government, Institution or Community",政府、機構或社區, , ,345.486524416,8620.525390625,8620.525390625,374.40815119904
6393,S/K5/37,R(A)6,Residential (Group A) 6,住宅(甲類)6, , ,188.373271851,2090.203125,2090.203125,203.918446265628
6394,S/K5/37,G/IC,"Government, Institution or Community",政府、機構或社區, , ,706.48105398,14698.720703125,14698.720703125,765.424447628513
6395,S/K5/37,R(A)7,Residential (Group A) 7,住宅(甲類)7, , ,292.411532088,5387.466796875,5387.466796875,316.821803986119
6396,S/K5/37,R(E)1,Residential (Group E) 1,住宅(戊類)1, , ,198.216926203,2877.166015625,2877.166015625,214.807245655405
6397,S/K5/37,OU,Other Specified Uses,其他指定用途,BUSINESS 3,商貿３,331.632782934,6121.818359375,6121.818359375,358.91456181578
6398,S/K5/37,R(A)6,Residential (Group A) 6,住宅(甲類)6, , ,132.274219531,1108.248046875,1108.248046875,143.365027559665
6399,S/K5/37,G/IC,"Government, Institution or Community",政府、機構或社區, , ,135.025802262,1207.0078125,1207.0078125,146.189309331036
6400,S/K5/37,R(A)7,Residential (Group A) 7,住宅(甲類)7, , ,255.104149551,4381.65625,4381.65625,276.401372782553
6401,S/K5/37,R(A)6,Residential (Group A) 6,住宅(甲類)6, , ,275.236323209,4573.76953125,4573.76953125,298.188900774837
6402,S/K5/37,R(C)6,Residential (Group C) 6,住宅(丙類)6, , ,332.021547865,6391.09765625,6391.09765625,359.91974474555
6403,S/K5/37,OU,Other Specified Uses,其他指定用途,BUSINESS 1,商貿１,320.888459084,6119.359375,6119.359375,347.428134456323
6404,S/K5/37,OU,Other Specified Uses,其他指定用途,PETROL FILLING STATION,加油站,97.4521927897,514.697265625,514.697265625,105.516595216933
6405,S/K5/37,R(A)7,Residential (Group A) 7,住宅(甲類)7, , ,293.837892036,5432.185546875,5432.185546875,318.375243368593
6406,S/K5/37,OU,Other Specified Uses,其他指定用途,BUSINESS 2,商貿２,706.404761911,24379.830078125,24379.830078125,764.597639036085
6407,S/K5/37,R(A)8,Residential (Group A) 8,住宅(甲類)8, , ,273.666611488,4875.44140625,4875.44140625,296.529485398956
6408,S/K5/37,R(A)8,Residential (Group A) 8,住宅(甲類)8, , ,290.383343445,5318.18359375,5318.18359375,314.632930581203
6409,S/K5/37,R(A)6,Residential (Group A) 6,住宅(甲類)6, , ,216.373687611,2759.5859375,2759.5859375,234.229047660988
6410,S/K5/37,R(A)6,Residential (Group A) 6,住宅(甲類)6, , ,239.362442536,3731.544921875,3731.544921875,259.337475613319
6411,S/K5/37,R(A)7,Residential (Group A) 7,住宅(甲類)7, , ,230.773517268,3452.904296875,3452.904296875,250.181989551321
6412,S/K5/37,G/IC,"Government, Institution or Community",政府、機構或社區, , ,84.3852109423,522.45703125,522.45703125,91.4445527938348
6413,S/K5/37,C(3),Commercial (3),商業(3), , ,223.926924322,3875.34765625,3875.34765625,242.622465710691
6414,S/K5/37,G/IC,"Government, Institution or Community",政府、機構或社區, , ,1349.75272729,65712.34375,65712.34375,1461.00305740836
6415,S/K5/37,R(A)7,Residential (Group A) 7,住宅(甲類)7, , ,251.205452134,4279.087890625,4279.087890625,272.186007466347
6416,S/K5/37,R(A)6,Residential (Group A) 6,住宅(甲類)6, , ,287.49795062,5238.4375,5238.4375,311.481905596198
6417,S/K5/37,R(A)8,Residential (Group A) 8,住宅(甲類)8, , ,168.511035877,1874.736328125,1874.736328125,182.614451381954
6418,S/K5/37,R(A)7,Residential (Group A) 7,住宅(甲類)7, , ,289.054290351,4676.140625,4676.140625,313.17870847845
6419,S/K5/37,R(A)7,Residential (Group A) 7,住宅(甲類)7, , ,246.342056576,3731.73046875,3731.73046875,266.931224845374
6420,S/K5/37,R(A)6,Residential (Group A) 6,住宅(甲類)6, , ,274.420918658,4664.927734375,4664.927734375,297.320357051648
6421,S/K5/37,G/IC,"Government, Institution or Community",政府、機構或社區, , ,442.579156724,12131.578125,12131.578125,479.531377219572
6422,S/K5/37,R(A)8,Residential (Group A) 8,住宅(甲類)8, , ,294.374989663,5244.8515625,5244.8515625,318.815014783699
6423,S/K5/37,R(A)6,Residential (Group A) 6,住宅(甲類)6, , ,100.450100997,691.96484375,691.96484375,108.851582337716
6424,S/K5/37,R(A)3,Residential (Group A) 3,住宅(甲類)3, , ,193.107026422,2486.515625,2486.515625,209.295991360917
6425,S/K5/37,R(A)7,Residential (Group A) 7,住宅(甲類)7, , ,188.202690972,2666.958984375,2666.958984375,204.019702685469
6426,S/K5/37,R(A)7,Residential (Group A) 7,住宅(甲類)7, , ,328.979691739,3971.138671875,3971.138671875,356.478666640096
6427,S/K5/37,R(A)6,Residential (Group A) 6,住宅(甲類)6, , ,256.265910802,4458.90234375,4458.90234375,277.644666385237
6428,S/K5/37,R(A)6,Residential (Group A) 6,住宅(甲類)6, , ,139.847514432,1141.330078125,1141.330078125,151.395730042041
6429,S/K5/37,OU,Other Specified Uses,其他指定用途,BUSINESS 3,商貿３,470.149779537,9775.5859375,9775.5859375,508.815671537971
6430,S/K5/37,R(A)5,Residential (Group A) 5,住宅(甲類)5, , ,64.648509222,278.935546875,278.935546875,70.0171790192193
6431,S/K5/37,OU,Other Specified Uses,其他指定用途,BUSINESS 1,商貿１,256.116389887,4424.349609375,4424.349609375,277.386607884313
